case_id,method,block_id,state,device_id
DEVICE06,VF,B_5_2,ordinary,O2
DEVICE06,VF,B_5_3,ordinary,O1
DEVICE06,VF,B_5_4,ordinary,O1
DEVICE06,VF,B_5_5,ordinary,O1
DEVICE06,VF,B_6_1,ordinary,O1
DEVICE06,VF,B_6_2,ordinary,O1
DEVICE06,VF,B_6_3,ordinary,O1
DEVICE06,VF,B_6_4,ordinary,O1
DEVICE06,VF,B_6_5,ordinary,O1
DEVICE06,VDF,B_1_1,ordinary,O1
DEVICE06,VDF,B_1_2,precision,P1
DEVICE06,VDF,B_1_3,ordinary,O1
DEVICE06,VDF,B_1_4,precision,P1
DEVICE06,VDF,B_1_5,ordinary,O2
DEVICE06,VDF,B_2_1,ordinary,O1
DEVICE06,VDF,B_2_2,ordinary,O3
DEVICE06,VDF,B_2_3,ordinary,O1
DEVICE06,VDF,B_2_4,ordinary,O3
DEVICE06,VDF,B_2_5,ordinary,O1
DEVICE06,VDF,B_3_1,ordinary,O1
DEVICE06,VDF,B_3_2,precision,P2
DEVICE06,VDF,B_3_3,precision,P1
DEVICE06,VDF,B_3_4,ordinary,O3
DEVICE06,VDF,B_3_5,ordinary,O1
DEVICE06,VDF,B_4_1,ordinary,O1
DEVICE06,VDF,B_4_2,ordinary,O3
DEVICE06,VDF,B_4_3,precision,P1
DEVICE06,VDF,B_4_4,ordinary,O1
DEVICE06,VDF,B_4_5,ordinary,O1
DEVICE06,VDF,B_5_1,ordinary,O1
DEVICE06,VDF,B_5_2,ordinary,O3
DEVICE06,VDF,B_5_3,ordinary,O2
DEVICE06,VDF,B_5_4,ordinary,O2
DEVICE06,VDF,B_5_5,ordinary,O2
DEVICE06,VDF,B_6_1,ordinary,O2
DEVICE06,VDF,B_6_2,ordinary,O2
DEVICE06,VDF,B_6_3,ordinary,O2
DEVICE06,VDF,B_6_4,ordinary,O2
DEVICE06,VDF,B_6_5,ordinary,O2
DEVICE06,MG,B_1_1,ordinary,O1
DEVICE06,MG,B_1_2,ordinary,O3
DEVICE06,MG,B_1_3,ordinary,O1
DEVICE06,MG,B_1_4,ordinary,O3
DEVICE06,MG,B_1_5,ordinary,O2
DEVICE06,MG,B_2_1,ordinary,O1
DEVICE06,MG,B_2_3,ordinary,O1
DEVICE06,MG,B_2_5,ordinary,O1
DEVICE06,MG,B_3_1,ordinary,O1
DEVICE06,MG,B_3_3,ordinary,O3
DEVICE06,MG,B_3_5,ordinary,O1
DEVICE06,MG,B_4_1,ordinary,O1
DEVICE06,MG,B_4_3,ordinary,O3
DEVICE06,MG,B_4_4,ordinary,O1
DEVICE06,MG,B_4_5,ordinary,O1
DEVICE06,MG,B_5_1,ordinary,O1
DEVICE06,MG,B_5_2,ordinary,O3
DEVICE06,MG,B_5_3,ordinary,O2
DEVICE06,MG,B_5_4,ordinary,O2
DEVICE06,MG,B_5_5,ordinary,O2
DEVICE06,MG,B_6_1,ordinary,O2
DEVICE06,MG,B_6_2,ordinary,O2
DEVICE06,MG,B_6_3,ordinary,O2
DEVICE06,MG,B_6_4,ordinary,O2
DEVICE06,MG,B_6_5,ordinary,O2
DEVICE06,MG-LS,B_1_1,ordinary,O1
DEVICE06,MG-LS,B_1_2,ordinary,O3
DEVICE06,MG-LS,B_1_3,ordinary,O1
DEVICE06,MG-LS,B_1_4,ordinary,O3
DEVICE06,MG-LS,B_1_5,ordinary,O2
DEVICE06,MG-LS,B_2_1,ordinary,O1
DEVICE06,MG-LS,B_2_3,ordinary,O1
DEVICE06,MG-LS,B_2_5,ordinary,O1
DEVICE06,MG-LS,B_3_1,ordinary,O1
DEVICE06,MG-LS,B_3_3,ordinary,O3
DEVICE06,MG-LS,B_3_5,ordinary,O1
DEVICE06,MG-LS,B_4_1,ordinary,O1
DEVICE06,MG-LS,B_4_3,ordinary,O3
DEVICE06,MG-LS,B_4_4,ordinary,O1
DEVICE06,MG-LS,B_4_5,ordinary,O1
DEVICE06,MG-LS,B_5_1,ordinary,O1
DEVICE06,MG-LS,B_5_2,ordinary,O3
DEVICE06,MG-LS,B_5_3,ordinary,O2
DEVICE06,MG-LS,B_5_4,ordinary,O2
DEVICE06,MG-LS,B_5_5,ordinary,O2
DEVICE06,MG-LS,B_6_1,ordinary,O2
DEVICE06,MG-LS,B_6_2,ordinary,O2
DEVICE06,MG-LS,B_6_3,ordinary,O2
DEVICE06,MG-LS,B_6_4,ordinary,O2
DEVICE06,MG-LS,B_6_5,ordinary,O2
SCALE01,VF,B_1_1,ordinary,O1
SCALE01,VF,B_1_2,precision,P1
SCALE01,VF,B_1_3,ordinary,O1
SCALE01,VF,B_2_1,ordinary,O2
SCALE01,VF,B_2_2,ordinary,O1
SCALE01,VF,B_2_3,ordinary,O1
SCALE01,VF,B_3_1,ordinary,O1
SCALE01,VF,B_3_2,ordinary,O2
SCALE01,VF,B_3_3,precision,P1
SCALE01,VF,B_4_1,precision,P1
SCALE01,VF,B_4_2,precision,P2
SCALE01,VF,B_4_3,precision,P2
SCALE01,VDF,B_1_1,ordinary,O2
SCALE01,VDF,B_1_2,ordinary,O1
SCALE01,VDF,B_1_3,ordinary,O2
SCALE01,VDF,B_2_1,precision,P1
SCALE01,VDF,B_2_2,ordinary,O2
SCALE01,VDF,B_2_3,ordinary,O1
SCALE01,VDF,B_3_1,ordinary,O2
SCALE01,VDF,B_3_2,precision,P1
SCALE01,VDF,B_3_3,ordinary,O1
SCALE01,VDF,B_4_1,ordinary,O1
SCALE01,VDF,B_4_2,ordinary,O1
SCALE01,VDF,B_4_3,ordinary,O1
SCALE01,MG,B_1_1,ordinary,O2
SCALE01,MG,B_1_2,ordinary,O1
SCALE01,MG,B_1_3,ordinary,O2
SCALE01,MG,B_2_1,ordinary,O3
SCALE01,MG,B_2_2,ordinary,O2
SCALE01,MG,B_2_3,ordinary,O1
SCALE01,MG,B_3_1,ordinary,O2
SCALE01,MG,B_3_2,ordinary,O3
SCALE01,MG,B_3_3,ordinary,O1
SCALE01,MG,B_4_1,ordinary,O1
SCALE01,MG,B_4_2,ordinary,O1
SCALE01,MG,B_4_3,ordinary,O1
SCALE01,MG-LS,B_1_1,ordinary,O1
SCALE01,MG-LS,B_1_2,precision,P2
SCALE01,MG-LS,B_1_3,precision,P2
SCALE01,MG-LS,B_2_1,ordinary,O3
SCALE01,MG-LS,B_2_2,precision,P1
SCALE01,MG-LS,B_2_3,precision,P1
SCALE01,MG-LS,B_3_1,ordinary,O2
SCALE01,MG-LS,B_3_2,ordinary,O3
SCALE01,MG-LS,B_3_3,ordinary,O1
SCALE01,MG-LS,B_4_1,ordinary,O1
SCALE01,MG-LS,B_4_2,ordinary,O1
SCALE01,MG-LS,B_4_3,ordinary,O1
SCALE02,VF,B_1_1,ordinary,O2
SCALE02,VF,B_1_2,ordinary,O2
SCALE02,VF,B_1_3,ordinary,O1
SCALE02,VF,B_1_4,ordinary,O2
SCALE02,VF,B_2_1,precision,P1
SCALE02,VF,B_2_3,ordinary,O3
SCALE02,VF,B_2_4,precision,P1
SCALE02,VF,B_3_1,precision,P1
SCALE02,VF,B_3_3,ordinary,O3
SCALE02,VF,B_3_4,precision,P2
SCALE02,VF,B_4_1,precision,P2
SCALE02,VF,B_4_3,ordinary,O2
SCALE02,VF,B_4_4,ordinary,O1
SCALE02,VF,B_5_1,ordinary,O1
SCALE02,VF,B_5_2,ordinary,O1
SCALE02,VF,B_5_3,ordinary,O1
SCALE02,VF,B_5_4,ordinary,O1
SCALE02,VDF,B_1_1,precision,P1
SCALE02,VDF,B_1_2,ordinary,O3
SCALE02,VDF,B_1_3,ordinary,O2
SCALE02,VDF,B_1_4,ordinary,O3
SCALE02,VDF,B_2_1,ordinary,O1
SCALE02,VDF,B_2_3,ordinary,O3
SCALE02,VDF,B_2_4,ordinary,O1
SCALE02,VDF,B_3_1,ordinary,O1
SCALE02,VDF,B_3_3,precision,P2
SCALE02,VDF,B_3_4,ordinary,O1
SCALE02,VDF,B_4_1,ordinary,O1
SCALE02,VDF,B_4_3,precision,P1
SCALE02,VDF,B_4_4,ordinary,O1
SCALE02,VDF,B_5_1,ordinary,O2
SCALE02,VDF,B_5_2,ordinary,O2
SCALE02,VDF,B_5_3,ordinary,O2
SCALE02,VDF,B_5_4,ordinary,O2
SCALE02,MG,B_1_1,ordinary,O3
SCALE02,MG,B_1_2,precision,P1
SCALE02,MG,B_1_3,ordinary,O2
SCALE02,MG,B_1_4,ordinary,O3
SCALE02,MG,B_2_1,ordinary,O1
SCALE02,MG,B_2_2,precision,P1
SCALE02,MG,B_2_3,precision,P2
SCALE02,MG,B_2_4,ordinary,O1
SCALE02,MG,B_3_1,ordinary,O1
SCALE02,MG,B_3_4,ordinary,O1
SCALE02,MG,B_4_1,ordinary,O1
SCALE02,MG,B_4_3,ordinary,O3
SCALE02,MG,B_4_4,ordinary,O1
SCALE02,MG,B_5_1,ordinary,O2
SCALE02,MG,B_5_2,ordinary,O2
SCALE02,MG,B_5_3,ordinary,O2
SCALE02,MG,B_5_4,ordinary,O2
SCALE02,MG-LS,B_1_1,precision,P2
SCALE02,MG-LS,B_1_2,precision,P1
SCALE02,MG-LS,B_1_3,ordinary,O2
SCALE02,MG-LS,B_1_4,ordinary,O3
SCALE02,MG-LS,B_2_1,precision,P2
SCALE02,MG-LS,B_2_2,precision,P1
SCALE02,MG-LS,B_2_3,ordinary,O1
SCALE02,MG-LS,B_2_4,ordinary,O1
SCALE02,MG-LS,B_3_1,ordinary,O1
SCALE02,MG-LS,B_3_2,ordinary,O3
SCALE02,MG-LS,B_3_4,ordinary,O1
SCALE02,MG-LS,B_4_1,ordinary,O1
SCALE02,MG-LS,B_4_3,ordinary,O3
SCALE02,MG-LS,B_4_4,ordinary,O1
SCALE02,MG-LS,B_5_1,ordinary,O2
SCALE02,MG-LS,B_5_2,ordinary,O2
SCALE02,MG-LS,B_5_3,ordinary,O2
SCALE02,MG-LS,B_5_4,ordinary,O2
SCALE03,VF,B_1_1,precision,P1
SCALE03,VF,B_1_3,precision,P1
SCALE03,VF,B_2_1,precision,P1
SCALE03,VF,B_2_3,precision,P2
SCALE03,VF,B_2_5,precision,P2
SCALE03,VF,B_3_1,ordinary,O1
SCALE03,VF,B_3_5,ordinary,O1
SCALE03,VF,B_4_1,ordinary,O1
SCALE03,VF,B_4_4,ordinary,O1
SCALE03,VF,B_4_5,ordinary,O1
SCALE03,VF,B_5_1,ordinary,O1
SCALE03,VF,B_5_3,ordinary,O2
SCALE03,VF,B_5_4,ordinary,O2
SCALE03,VF,B_5_5,ordinary,O2
SCALE03,VF,B_6_1,ordinary,O2
SCALE03,VF,B_6_2,ordinary,O2
SCALE03,VF,B_6_3,ordinary,O3
SCALE03,VF,B_6_4,ordinary,O3
SCALE03,VF,B_6_5,ordinary,O3
SCALE03,VDF,B_1_1,ordinary,O1
SCALE03,VDF,B_1_3,ordinary,O1
SCALE03,VDF,B_2_1,ordinary,O1
SCALE03,VDF,B_2_3,ordinary,O1
SCALE03,VDF,B_2_5,ordinary,O1
SCALE03,VDF,B_3_1,ordinary,O1
SCALE03,VDF,B_3_5,ordinary,O2
SCALE03,VDF,B_4_1,ordinary,O2
SCALE03,VDF,B_4_4,ordinary,O2
SCALE03,VDF,B_4_5,ordinary,O2
SCALE03,VDF,B_5_1,ordinary,O2
SCALE03,VDF,B_5_3,precision,P1
SCALE03,VDF,B_5_4,precision,P1
SCALE03,VDF,B_5_5,precision,P1
SCALE03,VDF,B_6_1,ordinary,O3
SCALE03,VDF,B_6_2,ordinary,O3
SCALE03,VDF,B_6_3,ordinary,O3
SCALE03,VDF,B_6_4,precision,P2
SCALE03,VDF,B_6_5,precision,P2
SCALE03,MG,B_1_1,ordinary,O1
SCALE03,MG,B_1_3,ordinary,O1
SCALE03,MG,B_2_1,ordinary,O1
SCALE03,MG,B_2_3,ordinary,O1
SCALE03,MG,B_2_5,ordinary,O1
SCALE03,MG,B_3_1,ordinary,O1
SCALE03,MG,B_3_5,ordinary,O2
SCALE03,MG,B_4_1,ordinary,O2
SCALE03,MG,B_4_4,ordinary,O2
SCALE03,MG,B_4_5,ordinary,O2
SCALE03,MG,B_5_1,ordinary,O2
SCALE03,MG,B_5_3,ordinary,O3
SCALE03,MG,B_5_4,ordinary,O3
SCALE03,MG,B_5_5,ordinary,O3
SCALE03,MG,B_6_1,precision,P1
SCALE03,MG,B_6_2,precision,P1
SCALE03,MG,B_6_3,precision,P1
SCALE03,MG,B_6_4,precision,P2
SCALE03,MG,B_6_5,precision,P2
SCALE03,MG-LS,B_1_1,ordinary,O1
SCALE03,MG-LS,B_1_3,ordinary,O1
SCALE03,MG-LS,B_2_1,ordinary,O1
SCALE03,MG-LS,B_2_3,ordinary,O1
SCALE03,MG-LS,B_2_5,ordinary,O1
SCALE03,MG-LS,B_3_1,ordinary,O1
SCALE03,MG-LS,B_3_5,ordinary,O2
SCALE03,MG-LS,B_4_1,ordinary,O2
SCALE03,MG-LS,B_4_4,ordinary,O2
SCALE03,MG-LS,B_4_5,ordinary,O2
SCALE03,MG-LS,B_5_1,ordinary,O2
SCALE03,MG-LS,B_5_3,ordinary,O3
SCALE03,MG-LS,B_5_4,ordinary,O3
SCALE03,MG-LS,B_5_5,ordinary,O3
SCALE03,MG-LS,B_6_1,precision,P1
SCALE03,MG-LS,B_6_2,precision,P1
SCALE03,MG-LS,B_6_3,precision,P1
SCALE03,MG-LS,B_6_4,precision,P2
SCALE03,MG-LS,B_6_5,precision,P2
SCALE04,VF,B_1_1,precision,P1
SCALE04,VF,B_1_3,precision,P1
SCALE04,VF,B_2_1,precision,P1
SCALE04,VF,B_2_3,precision,P2
SCALE04,VF,B_2_5,precision,P2
SCALE04,VF,B_3_1,ordinary,O1
SCALE04,VF,B_3_3,ordinary,O1
SCALE04,VF,B_3_5,ordinary,O1
SCALE04,VF,B_4_1,ordinary,O1
SCALE04,VF,B_4_5,ordinary,O1
SCALE04,VF,B_5_1,ordinary,O1
SCALE04,VF,B_5_4,ordinary,O2
SCALE04,VF,B_5_5,ordinary,O2
SCALE04,VF,B_6_1,ordinary,O2
SCALE04,VF,B_6_3,ordinary,O2
SCALE04,VF,B_6_4,ordinary,O2
SCALE04,VF,B_6_5,ordinary,O3
SCALE04,VF,B_7_1,ordinary,O3
SCALE04,VF,B_7_2,ordinary,O3
SCALE04,VDF,B_1_1,ordinary,O1
SCALE04,VDF,B_1_3,ordinary,O1
SCALE04,VDF,B_2_1,ordinary,O1
SCALE04,VDF,B_2_3,ordinary,O1
SCALE04,VDF,B_2_5,ordinary,O1
SCALE04,VDF,B_3_1,ordinary,O1
SCALE04,VDF,B_3_3,ordinary,O2
SCALE04,VDF,B_3_5,ordinary,O2
SCALE04,VDF,B_4_1,ordinary,O2
SCALE04,VDF,B_4_5,ordinary,O2
SCALE04,VDF,B_5_1,ordinary,O2
SCALE04,VDF,B_5_4,precision,P1
SCALE04,VDF,B_5_5,precision,P1
SCALE04,VDF,B_6_1,precision,P1
SCALE04,VDF,B_6_3,ordinary,O3
SCALE04,VDF,B_6_4,ordinary,O3
SCALE04,VDF,B_6_5,ordinary,O3
SCALE04,VDF,B_7_1,precision,P2
SCALE04,VDF,B_7_2,precision,P2
SCALE04,MG,B_1_1,ordinary,O1
SCALE04,MG,B_1_3,ordinary,O1
SCALE04,MG,B_2_1,ordinary,O1
SCALE04,MG,B_2_3,ordinary,O1
SCALE04,MG,B_2_5,ordinary,O1
SCALE04,MG,B_3_1,ordinary,O1
SCALE04,MG,B_3_3,ordinary,O2
SCALE04,MG,B_3_5,ordinary,O2
SCALE04,MG,B_4_1,ordinary,O2
SCALE04,MG,B_4_5,ordinary,O2
SCALE04,MG,B_5_1,ordinary,O2
SCALE04,MG,B_5_4,ordinary,O3
SCALE04,MG,B_5_5,ordinary,O3
SCALE04,MG,B_6_1,ordinary,O3
SCALE04,MG,B_7_1,precision,P1
SCALE04,MG,B_7_2,precision,P1
SCALE04,MG,B_7_3,precision,P1
SCALE04,MG,B_7_4,precision,P2
SCALE04,MG,B_7_5,precision,P2
SCALE04,MG-LS,B_1_1,ordinary,O1
SCALE04,MG-LS,B_1_3,ordinary,O1
SCALE04,MG-LS,B_2_1,ordinary,O1
SCALE04,MG-LS,B_2_3,ordinary,O1
SCALE04,MG-LS,B_2_5,ordinary,O1
SCALE04,MG-LS,B_3_1,ordinary,O1
SCALE04,MG-LS,B_3_3,ordinary,O2
SCALE04,MG-LS,B_3_5,ordinary,O2
SCALE04,MG-LS,B_4_1,ordinary,O2
SCALE04,MG-LS,B_4_5,ordinary,O2
SCALE04,MG-LS,B_5_1,ordinary,O2
SCALE04,MG-LS,B_5_4,ordinary,O3
SCALE04,MG-LS,B_5_5,ordinary,O3
SCALE04,MG-LS,B_6_1,ordinary,O3
SCALE04,MG-LS,B_7_1,precision,P1
SCALE04,MG-LS,B_7_2,precision,P1
SCALE04,MG-LS,B_7_3,precision,P1
SCALE04,MG-LS,B_7_4,precision,P2
SCALE04,MG-LS,B_7_5,precision,P2
SCALE05,VF,B_1_1,precision,P1
SCALE05,VF,B_1_3,precision,P1
SCALE05,VF,B_1_4,precision,P1
SCALE05,VF,B_1_6,precision,P2
SCALE05,VF,B_2_1,precision,P2
SCALE05,VF,B_2_3,ordinary,O1
SCALE05,VF,B_2_4,ordinary,O1
SCALE05,VF,B_2_6,ordinary,O1
SCALE05,VF,B_3_1,ordinary,O1
SCALE05,VF,B_3_3,ordinary,O1
SCALE05,VF,B_3_6,ordinary,O1
SCALE05,VF,B_4_1,ordinary,O2
SCALE05,VF,B_4_5,ordinary,O2
SCALE05,VF,B_4_6,ordinary,O2
SCALE05,VF,B_5_1,ordinary,O2
SCALE05,VF,B_5_5,ordinary,O2
SCALE05,VF,B_5_6,ordinary,O3
SCALE05,VF,B_6_1,ordinary,O3
SCALE05,VF,B_6_5,ordinary,O3
SCALE05,VDF,B_1_1,ordinary,O1
SCALE05,VDF,B_1_3,ordinary,O1
SCALE05,VDF,B_1_4,ordinary,O1
SCALE05,VDF,B_1_6,ordinary,O1
SCALE05,VDF,B_2_1,ordinary,O1
SCALE05,VDF,B_2_3,ordinary,O1
SCALE05,VDF,B_2_4,ordinary,O2
SCALE05,VDF,B_2_6,ordinary,O2
SCALE05,VDF,B_3_1,ordinary,O2
SCALE05,VDF,B_3_3,ordinary,O2
SCALE05,VDF,B_3_6,ordinary,O2
SCALE05,VDF,B_4_1,precision,P1
SCALE05,VDF,B_4_5,precision,P1
SCALE05,VDF,B_4_6,precision,P1
SCALE05,VDF,B_5_1,ordinary,O3
SCALE05,VDF,B_5_5,ordinary,O3
SCALE05,VDF,B_5_6,ordinary,O3
SCALE05,VDF,B_6_1,precision,P2
SCALE05,VDF,B_6_5,precision,P2
SCALE05,MG,B_1_1,ordinary,O1
SCALE05,MG,B_1_3,ordinary,O1
SCALE05,MG,B_1_4,ordinary,O1
SCALE05,MG,B_1_6,ordinary,O1
SCALE05,MG,B_2_1,ordinary,O1
SCALE05,MG,B_2_3,ordinary,O1
SCALE05,MG,B_2_4,ordinary,O2
SCALE05,MG,B_2_6,ordinary,O2
SCALE05,MG,B_3_1,ordinary,O2
SCALE05,MG,B_3_3,ordinary,O2
SCALE05,MG,B_3_6,ordinary,O2
SCALE05,MG,B_4_1,ordinary,O3
SCALE05,MG,B_4_5,ordinary,O3
SCALE05,MG,B_4_6,ordinary,O3
SCALE05,MG,B_5_1,precision,P2
SCALE05,MG,B_6_1,precision,P1
SCALE05,MG,B_7_1,precision,P1
SCALE05,MG,B_8_1,precision,P1
SCALE05,MG,B_8_2,precision,P2
SCALE05,MG-LS,B_1_1,ordinary,O1
SCALE05,MG-LS,B_1_3,ordinary,O1
SCALE05,MG-LS,B_1_4,ordinary,O1
SCALE05,MG-LS,B_1_6,ordinary,O1
SCALE05,MG-LS,B_2_1,ordinary,O1
SCALE05,MG-LS,B_2_3,ordinary,O1
SCALE05,MG-LS,B_2_4,ordinary,O2
SCALE05,MG-LS,B_2_6,ordinary,O2
SCALE05,MG-LS,B_3_1,ordinary,O2
SCALE05,MG-LS,B_3_3,ordinary,O2
SCALE05,MG-LS,B_3_6,ordinary,O2
SCALE05,MG-LS,B_4_1,ordinary,O3
SCALE05,MG-LS,B_4_5,ordinary,O3
SCALE05,MG-LS,B_4_6,ordinary,O3
SCALE05,MG-LS,B_6_1,precision,P1
SCALE05,MG-LS,B_7_1,precision,P1
SCALE05,MG-LS,B_7_2,precision,P2
SCALE05,MG-LS,B_8_1,precision,P1
SCALE05,MG-LS,B_8_2,precision,P2
SCALE06,VF,B_10_1,precision,P1
SCALE06,VF,B_10_2,precision,P1
SCALE06,VF,B_10_3,precision,P1
SCALE06,VF,B_10_4,precision,P2
SCALE06,VF,B_10_5,precision,P2
SCALE06,VF,B_10_6,ordinary,O1
SCALE06,VF,B_1_1,ordinary,O1
SCALE06,VF,B_1_2,ordinary,O1
SCALE06,VF,B_1_3,ordinary,O1
SCALE06,VF,B_1_4,ordinary,O1
SCALE06,VF,B_1_5,ordinary,O1
SCALE06,VF,B_1_6,ordinary,O2
SCALE06,VF,B_2_1,ordinary,O2
SCALE06,VF,B_2_3,ordinary,O2
SCALE06,VF,B_2_4,ordinary,O2
SCALE06,VF,B_2_6,ordinary,O2
SCALE06,VF,B_3_1,ordinary,O3
SCALE06,VF,B_3_3,ordinary,O3
SCALE06,VF,B_3_4,ordinary,O3
SCALE06,VDF,B_10_1,ordinary,O1
SCALE06,VDF,B_10_2,ordinary,O1
SCALE06,VDF,B_10_3,ordinary,O1
SCALE06,VDF,B_10_4,ordinary,O1
SCALE06,VDF,B_10_5,ordinary,O1
SCALE06,VDF,B_10_6,ordinary,O1
SCALE06,VDF,B_1_1,ordinary,O2
SCALE06,VDF,B_1_2,ordinary,O2
SCALE06,VDF,B_1_3,ordinary,O2
SCALE06,VDF,B_1_4,ordinary,O2
SCALE06,VDF,B_1_5,ordinary,O2
SCALE06,VDF,B_1_6,precision,P1
SCALE06,VDF,B_2_1,precision,P1
SCALE06,VDF,B_2_3,precision,P1
SCALE06,VDF,B_2_4,ordinary,O3
SCALE06,VDF,B_2_6,ordinary,O3
SCALE06,VDF,B_3_1,ordinary,O3
SCALE06,VDF,B_3_3,precision,P2
SCALE06,VDF,B_3_4,precision,P2
SCALE06,MG,B_10_1,ordinary,O1
SCALE06,MG,B_10_2,ordinary,O1
SCALE06,MG,B_10_3,ordinary,O1
SCALE06,MG,B_10_4,ordinary,O1
SCALE06,MG,B_10_5,ordinary,O1
SCALE06,MG,B_10_6,ordinary,O1
SCALE06,MG,B_1_1,ordinary,O2
SCALE06,MG,B_1_2,ordinary,O2
SCALE06,MG,B_1_3,ordinary,O2
SCALE06,MG,B_1_4,ordinary,O2
SCALE06,MG,B_1_5,ordinary,O2
SCALE06,MG,B_1_6,ordinary,O3
SCALE06,MG,B_2_1,ordinary,O3
SCALE06,MG,B_2_3,ordinary,O3
SCALE06,MG,B_2_6,precision,P1
SCALE06,MG,B_3_6,precision,P1
SCALE06,MG,B_4_6,precision,P1
SCALE06,MG,B_5_6,precision,P2
SCALE06,MG,B_6_6,precision,P2
SCALE06,MG-LS,B_10_1,ordinary,O1
SCALE06,MG-LS,B_10_2,ordinary,O1
SCALE06,MG-LS,B_10_3,ordinary,O1
SCALE06,MG-LS,B_10_4,ordinary,O1
SCALE06,MG-LS,B_10_5,ordinary,O1
SCALE06,MG-LS,B_10_6,ordinary,O1
SCALE06,MG-LS,B_1_1,ordinary,O2
SCALE06,MG-LS,B_1_2,ordinary,O2
SCALE06,MG-LS,B_1_3,ordinary,O2
SCALE06,MG-LS,B_1_4,ordinary,O2
SCALE06,MG-LS,B_1_5,ordinary,O2
SCALE06,MG-LS,B_1_6,precision,P2
SCALE06,MG-LS,B_2_1,ordinary,O3
SCALE06,MG-LS,B_2_3,ordinary,O3
SCALE06,MG-LS,B_2_6,precision,P1
SCALE06,MG-LS,B_3_6,precision,P1
SCALE06,MG-LS,B_4_6,precision,P1
SCALE06,MG-LS,B_5_6,precision,P2
SCALE06,MG-LS,B_6_6,ordinary,O3
TIME01,VF,B_1_1,precision,P1
TIME01,VF,B_1_3,precision,P2
TIME01,VF,B_2_1,ordinary,O1
TIME01,VF,B_2_3,ordinary,O1
TIME01,VF,B_2_5,ordinary,O1
TIME01,VF,B_3_1,ordinary,O2
TIME01,VF,B_3_5,ordinary,O2
TIME01,VF,B_4_1,ordinary,O3
TIME01,VF,B_4_4,ordinary,O3
TIME01,VDF,B_1_1,ordinary,O1
TIME01,VDF,B_1_3,ordinary,O1
TIME01,VDF,B_2_1,ordinary,O1
TIME01,VDF,B_2_3,ordinary,O2
TIME01,VDF,B_2_5,ordinary,O2
TIME01,VDF,B_3_1,precision,P1
TIME01,VDF,B_3_5,ordinary,O3
TIME01,VDF,B_4_1,ordinary,O3
TIME01,VDF,B_4_4,precision,P2
TIME01,MG,B_1_1,ordinary,O1
TIME01,MG,B_1_3,ordinary,O1
TIME01,MG,B_2_1,ordinary,O1
TIME01,MG,B_2_3,ordinary,O2
TIME01,MG,B_2_5,ordinary,O2
TIME01,MG,B_3_1,ordinary,O3
TIME01,MG,B_3_5,ordinary,O3
TIME01,MG,B_5_1,precision,P2
TIME01,MG,B_6_1,precision,P1
TIME01,MG-LS,B_1_1,ordinary,O1
TIME01,MG-LS,B_1_3,ordinary,O1
TIME01,MG-LS,B_2_1,ordinary,O1
TIME01,MG-LS,B_2_3,ordinary,O2
TIME01,MG-LS,B_2_5,ordinary,O2
TIME01,MG-LS,B_3_1,ordinary,O3
TIME01,MG-LS,B_3_5,ordinary,O3
TIME01,MG-LS,B_5_1,precision,P2
TIME01,MG-LS,B_6_1,precision,P1
TIME02,VF,B_1_1,precision,P1
TIME02,VF,B_1_3,precision,P1
TIME02,VF,B_2_1,precision,P2
TIME02,VF,B_2_3,ordinary,O1
TIME02,VF,B_2_5,ordinary,O1
TIME02,VF,B_3_1,ordinary,O1
TIME02,VF,B_3_5,ordinary,O1
TIME02,VF,B_4_1,ordinary,O2
TIME02,VF,B_4_4,ordinary,O2
TIME02,VF,B_4_5,ordinary,O2
TIME02,VF,B_5_1,ordinary,O3
TIME02,VF,B_5_3,ordinary,O3
TIME02,VDF,B_1_1,ordinary,O1
TIME02,VDF,B_1_3,ordinary,O1
TIME02,VDF,B_2_1,ordinary,O1
TIME02,VDF,B_2_3,ordinary,O1
TIME02,VDF,B_2_5,ordinary,O2
TIME02,VDF,B_3_1,ordinary,O2
TIME02,VDF,B_3_5,ordinary,O2
TIME02,VDF,B_4_1,precision,P1
TIME02,VDF,B_4_4,precision,P1
TIME02,VDF,B_4_5,ordinary,O3
TIME02,VDF,B_5_1,ordinary,O3
TIME02,VDF,B_5_3,precision,P2
TIME02,MG,B_1_1,ordinary,O1
TIME02,MG,B_1_3,ordinary,O1
TIME02,MG,B_2_1,ordinary,O1
TIME02,MG,B_2_3,ordinary,O1
TIME02,MG,B_2_5,ordinary,O2
TIME02,MG,B_3_1,ordinary,O2
TIME02,MG,B_3_5,ordinary,O2
TIME02,MG,B_4_1,ordinary,O3
TIME02,MG,B_4_4,ordinary,O3
TIME02,MG,B_5_1,precision,P1
TIME02,MG,B_6_1,precision,P1
TIME02,MG,B_6_2,precision,P2
TIME02,MG-LS,B_1_1,ordinary,O1
TIME02,MG-LS,B_1_3,ordinary,O1
TIME02,MG-LS,B_2_1,ordinary,O1
TIME02,MG-LS,B_2_3,ordinary,O1
TIME02,MG-LS,B_2_5,ordinary,O2
TIME02,MG-LS,B_3_1,ordinary,O2
TIME02,MG-LS,B_3_5,ordinary,O2
TIME02,MG-LS,B_4_1,ordinary,O3
TIME02,MG-LS,B_4_4,ordinary,O3
TIME02,MG-LS,B_5_1,precision,P1
